station_id,hora,dia_semana,historico_estacion_hora_dia
33,13,3,0.0
34,14,3,0.0
34,15,3,0.05882352941
34,16,3,0.05882352941
34,17,3,0.0
34,18,3,0.1111111111
34,19,3,0.2222222222
34,20,3,0.3333333333
34,21,3,0.3333333333
34,22,3,0.5
34,23,3,0.5
34,5,4,0.1666666667
34,6,4,0.1666666667
34,7,4,0.0
34,8,4,0.0
34,9,4,0.05555555556
34,10,4,0.0
34,11,4,0.05555555556
34,12,4,0.05555555556
34,13,4,0.05263157895
34,14,4,0.0
34,15,4,0.0
34,16,4,0.05263157895
34,17,4,0.05263157895
34,18,4,0.1578947368
34,19,4,0.0
34,20,4,0.0
34,21,4,0.05263157895
34,22,4,0.1052631579
34,23,4,0.1578947368
34,5,5,0.1578947368
34,6,5,0.1578947368
34,7,5,0.1578947368
34,8,5,0.2105263158
34,9,5,0.1052631579
34,10,5,0.1052631579
34,11,5,0.0
34,12,5,0.1578947368
34,13,5,0.05263157895
34,14,5,0.0
34,15,5,0.0
34,16,5,0.0
34,17,5,0.1052631579
34,18,5,0.1052631579
34,19,5,0.05263157895
34,20,5,0.05263157895
34,21,5,0.0
34,22,5,0.0
34,23,5,0.1578947368
34,5,6,0.1578947368
34,21,6,0.1666666667
34,0,0,0.1666666667
34,0,1,0.4736842105
34,8,1,0.4210526316
34,0,2,0.2631578947
34,0,3,0.0
35,0,5,0.0
35,0,0,0.0
35,8,0,0.1666666667
35,0,1,0.07142857143
35,8,1,0.1481481481
35,0,2,0.4074074074
35,0,3,0.03571428571
35,5,6,0.3225806452
36,5,6,0.1111111111
36,6,6,0.1111111111
36,7,6,0.1111111111
36,8,6,0.1666666667
36,10,6,0.2777777778
36,12,6,0.2222222222
36,13,6,0.2777777778
36,14,6,0.1111111111
36,15,6,0.05555555556
36,16,6,0.0
36,17,6,0.05555555556
36,18,6,0.05555555556
36,19,6,0.05555555556
36,20,6,0.05555555556
36,21,6,0.05555555556
36,22,6,0.0
36,23,6,0.0
36,5,0,0.0
36,6,0,0.0
36,7,0,0.1111111111
36,9,0,0.2222222222
36,10,0,0.2105263158
36,11,0,0.2631578947
36,12,0,0.4736842105
36,13,0,0.4736842105
36,14,0,0.3684210526
36,15,0,0.4210526316
36,16,0,0.2631578947
36,17,0,0.1578947368
36,18,0,0.1111111111
36,19,0,0.1111111111
36,20,0,0.1111111111
36,21,0,0.3333333333
36,22,0,0.2777777778
36,23,0,0.2777777778
36,5,1,0.2777777778
36,6,1,0.2352941176
